id,study,type,n,r,PP,math1,math2,age,grade,sample,design
yxj34,Kleemans(2011)2,1,172,0.638,1,1,1,6.11,1,4,1
yxj34,Kleemans(2011)2,1,172,0.135,1,1,1,6.11,1,4,1
yxj35,Kroesbergen(2007),1,240,0.218,3,1,1,5.89,1,1,1
yxj35,Kroesbergen(2007),1,240,0.248,3,1,1,5.89,1,1,1
yxj35,Kroesbergen(2007),1,240,0.296,3,1,1,5.89,1,1,1
yxj35,Kroesbergen(2007),1,240,0.355,3,1,1,5.89,1,1,1
yxj35,Kroesbergen(2007),1,240,0.209,3,1,1,5.89,1,1,1
yxj35,Kroesbergen(2007),1,240,0.187,3,1,1,5.89,1,1,1
yxj35,Kroesbergen(2007),1,240,0.174,3,1,1,5.89,1,1,1
yxj36_1,Kyttala(2010),1,25,-0.22,3,1,1,5.71,1,1,1
yxj36_2,Kyttala(2010),1,25,0.3,3,1,1,5.67,1,2,1
yxj37_1,Kyttala(2014),1,61,0.37,3,3,1,5.32,1,1,1
yxj37_2,Kyttala(2014),1,55,0.17,3,3,1,6.52,1,1,1
yxj38,Manolitsis(2013),1,82,0.51,1,1,1,5.39,1,1,1
yxj38,Manolitsis(2013),1,82,0.46,1,1,1,5.39,1,1,1
yxj38,Manolitsis(2013),1,82,0.6,1,1,1,,1,1,1
yxj38,Manolitsis(2013),1,82,0.67,1,1,1,,1,1,1
yxj39,Mazzocco(2003),1,209,0.458,2,1,1,5.79,1,4,1
yxj39,Mazzocco(2003),1,209,0.254,2,1,1,6.77,2,4,1
yxj39,Mazzocco(2003),1,209,0.348,2,1,1,6.77,2,4,1
yxj39,Mazzocco(2003),1,209,0.258,2,1,1,7.77,2,4,1
yxj39,Mazzocco(2003),1,209,0.288,2,1,1,7.77,2,4,1
yxj39,Mazzocco(2003),1,209,0.188,2,1,1,8.66,2,4,1
yxj39,Mazzocco(2003),1,209,0.256,2,1,1,8.66,2,4,1
yxj40_1,McGrew(1995),1,113,0.22,3,3,1,5,,1,1
yxj40_2,McGrew(1995),1,301,0.11,3,3,1,6,,1,1
yxj40_3,McGrew(1995),1,229,0.12,3,3,1,7,,1,1
yxj40_4,McGrew(1995),1,324,0.06,3,3,1,8,,1,1
yxj40_5,McGrew(1995),1,305,0.14,3,3,1,9,,1,1
yxj40_6,McGrew(1995),1,311,0.15,3,3,1,10,,1,1
yxj40_7,McGrew(1995),1,237,0.05,3,3,1,11,,1,1
yxj40_8,McGrew(1995),1,169,0.12,3,3,1,12,,1,1
yxj41,Michalczyk(2013),1,1343,0.53,1,1,1,5.83,1,1,1
yxj41,Michalczyk(2013),1,1343,0.52,1,1,1,5.83,1,1,1
yxj41,Michalczyk(2013),1,1343,0.33,3,1,1,5.83,1,1,1
yxj41,Michalczyk(2013),1,1343,0.36,3,1,1,5.83,1,1,1
yxj41,Michalczyk(2013),1,1343,0.43,3,1,1,5.83,1,1,1
yxj41,Michalczyk(2013),1,1343,0.44,3,1,1,5.83,1,1,1
yxj42_1,Moll(2015),1,93,0.46,1,1,1,4.75,,4,1
yxj42_1,Moll(2015),1,93,0.46,1,1,1,4.75,,4,1
yxj42_2,Moll(2015),1,76,0.32,1,1,1,4.64,,1,1
yxj42_2,Moll(2015),1,76,0.47,1,1,1,4.64,,1,1
yxj43_1,Navarro(2011),1,118,0.27,2,1,1,4.47,,1,1
yxj43_1,Navarro(2011),1,118,0.64,2,1,1,4.47,,1,1
yxj43_1,Navarro(2011),1,118,0.323,2,1,1,4.47,,1,1
yxj43_1,Navarro(2011),1,118,0.336,2,1,1,4.47,,1,1
yxj43_2,Navarro(2011),1,87,0.329,2,1,1,5.5,,1,1
yxj43_2,Navarro(2011),1,87,0.276,2,1,1,5.5,,1,1
yxj43_2,Navarro(2011),1,87,0.288,2,1,1,5.5,,1,1
yxj43_2,Navarro(2011),1,87,0.301,2,1,1,5.5,,1,1
yxj43_2,Navarro(2011),1,87,0.424,1,1,1,5.5,,1,1
yxj43_3,Navarro(2011),1,92,0.242,2,1,1,6.46,,1,1
yxj43_3,Navarro(2011),1,92,0.185,2,1,1,6.46,,1,1
yxj43_3,Navarro(2011),1,92,0.124,2,1,1,6.46,,1,1
yxj43_3,Navarro(2011),1,92,0.321,2,1,1,6.46,,1,1
yxj43_3,Navarro(2011),1,92,0.212,3,1,1,6.46,,1,1
yxj43_3,Navarro(2011),1,92,0.422,1,1,1,6.46,,1,1
yxj43_4,Navarro(2011),1,127,0.165,2,1,1,7.5,,1,1
yxj43_4,Navarro(2011),1,127,0.382,2,1,1,7.5,,1,1
yxj43_4,Navarro(2011),1,127,0.398,2,1,1,7.5,,1,1
yxj43_4,Navarro(2011),1,127,0.259,2,1,1,7.5,,1,1
yxj43_4,Navarro(2011),1,127,0.186,3,1,1,7.5,,1,1
yxj43_4,Navarro(2011),1,127,0.247,1,1,1,7.5,,1,1
yxj44,Noel(2009),1,42,0.15,3,2,1,5.42,1,1,1
yxj44,Noel(2009),1,42,0.21,2,2,1,5.42,1,1,1
yxj45,Ostergren(2013),1,315,0.42,1,1,1,6.62,1,1,1
yxj45,Ostergren(2013),1,315,0.46,1,1,1,6.62,1,1,1
yxj45,Ostergren(2013),1,315,0.45,1,1,1,6.62,1,1,1
yxj45,Ostergren(2013),1,315,0.42,1,1,1,6.62,1,1,1
yxj45,Ostergren(2013),1,315,0.54,1,3,1,6.62,1,1,1
yxj45,Ostergren(2013),1,315,0.49,1,3,1,6.62,1,1,1
yxj46_1,Passolunghi(2008),1,72,0.08,3,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.18,3,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.11,3,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.12,3,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.23,1,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.06,1,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.15,1,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.18,1,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.18,1,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.19,1,1,1,,2,1,1
yxj46_1,Passolunghi(2008),1,72,0.15,3,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.03,3,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.01,1,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.21,1,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.15,1,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.19,3,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.16,3,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.15,1,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.27,1,1,1,,2,1,1
yxj46_2,Passolunghi(2008),1,72,0.1,1,1,1,,2,1,1
yxj47,Passolunghi(2007),1,170,0.11,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.02,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.13,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.04,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.17,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.06,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.01,3,1,2,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.01,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.37,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.02,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.28,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.05,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.05,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.07,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,-0.05,3,1,2,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.3,3,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.13,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.03,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.16,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.09,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,-0.15,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.07,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.03,1,1,2,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.13,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.28,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.05,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.28,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.03,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.01,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.08,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.07,1,1,2,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.27,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.29,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.06,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.29,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.02,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,-0.05,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.07,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.06,1,1,2,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.34,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.13,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.47,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.12,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.09,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.02,1,1,1,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.02,1,1,2,6.33,2,1,1
yxj47,Passolunghi(2007),1,170,0.06,1,1,1,6.33,2,1,1
yxj48,Passolunghi(2012),1,70,-0.17,3,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.42,1,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.31,1,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.43,1,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.32,1,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.4,1,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.19,1,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.5,1,1,1,5.17,1,1,1
yxj48,Passolunghi(2012),1,70,0.1,1,1,1,5.17,1,1,1
yxj49,Passolunghi(2015),1,88,0.34,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.33,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.5,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.42,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.39,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.51,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.34,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.29,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.45,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.28,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.2,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.15,1,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.29,3,1,1,5.25,1,1,1
yxj49,Passolunghi(2015),1,88,0.17,3,1,1,5.25,1,1,1
yxj50,Passolunghi(2004),1,49,0.03,3,1,2,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.02,3,1,2,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,-0.22,3,1,1,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.11,3,1,2,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.12,3,1,1,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.09,3,1,2,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.12,3,1,2,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.26,3,1,1,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.06,3,1,2,10.33,3,4,1
yxj50,Passolunghi(2004),1,49,0.06,3,1,1,10.33,3,4,1
yxj51,Pauly(2011),1,541,0.23,2,1,1,5.78,1,1,1
yxj51,Pauly(2011),1,541,0.17,2,1,1,5.78,1,1,1
yxj51,Pauly(2011),1,541,0.1,2,1,1,5.78,1,1,1
yxj51,Pauly(2011),1,541,0.15,2,1,1,5.78,1,1,1
yxj52,Peng(2017),1,104,0.37,2,1,1,6.03,1,1,1
yxj52,Peng(2017),1,104,0.31,2,1,1,6.03,1,1,1
yxj52,Peng(2017),1,104,0.32,2,1,1,6.03,1,1,1
yxj52,Peng(2017),1,104,0.36,2,2,2,6.03,1,1,1
yxj52,Peng(2017),1,104,0.25,2,3,1,6.03,1,1,1
yxj53,Piselli(2017),0,4140,0.446,1,3,1,12.32,,1,1
yxj53,Piselli(2017),0,4140,0.25,2,3,1,12.32,,1,1
yxj53,Piselli(2017),0,4140,0.201,1,1,2,12.32,,1,1
yxj53,Piselli(2017),0,4140,0.314,2,1,2,12.32,,1,1
yxj54_1,Rasmussen et al (2011),1,21,0.53,3,1,1,5.08,1,4,1
yxj54_1,Rasmussen et al (2011),1,21,0.62,3,1,1,5.08,1,4,1
yxj54_1,Rasmussen et al (2011),1,21,0.53,3,3,1,5.08,1,4,1
yxj54_1,Rasmussen et al (2011),1,21,0.58,3,3,1,5.08,1,4,1
yxj54_2,Rasmussen et al (2011),1,20,0.5,3,1,1,5.67,1,1,1
yxj54_2,Rasmussen et al (2011),1,20,0.33,3,1,1,5.67,1,1,1
yxj54_2,Rasmussen et al (2011),1,20,0.43,3,3,1,5.67,1,1,1
yxj54_2,Rasmussen et al (2011),1,20,0.68,3,3,1,5.67,1,1,1
yxj55,Swanson (2006),1,127,0.5,2,2,2,7.5,2,1,1
yxj55,Swanson (2006),1,127,0.56,2,2,2,7.5,2,1,1
yxj55,Swanson (2006),1,127,0.13,3,2,2,7.5,2,1,1
yxj55,Swanson (2006),1,127,0.15,3,2,2,7.5,2,1,1
yxj55,Swanson (2006),1,127,0.55,2,2,2,7.5,2,1,1
yxj55,Swanson (2006),1,127,0.51,2,2,2,7.5,2,1,1
yxj55,Swanson (2006),1,127,0.09,3,3,2,7.5,2,1,1
yxj55,Swanson (2006),1,127,0.15,3,3,2,7.5,2,1,1
yxj56,Swanson et al (2016),1,392,0.35,2,2,2,8.39,2,1,1
yxj56,Swanson et al (2016),1,392,0.22,2,1,1,8.39,2,1,1
yxj56,Swanson et al (2016),1,392,0.19,2,3,1,8.39,2,1,1
yxj57,Swanson et al (2008),1,353,0.6,2,2,2,,2,1,1
yxj57,Swanson et al (2008),1,353,0.43,2,3,1,,2,1,1
yxj58,Swanson et al (2007),1,353,0.17,3,2,2,8.125,,1,1
yxj58,Swanson et al (2007),1,353,0.19,3,2,2,8.125,,1,1
yxj58,Swanson et al (2007),1,353,0.28,3,2,2,8.125,,1,1
yxj58,Swanson et al (2007),1,353,0.29,3,2,2,8.125,,1,1
yxj58,Swanson et al (2007),1,353,0.56,2,2,2,8.125,,1,1
yxj58,Swanson et al (2007),1,353,0.59,2,2,2,8.125,,1,1
yxj58,Swanson et al (2007),1,353,0.61,2,2,2,8.125,,1,1
yxj58,Swanson et al (2007),1,353,0.64,2,2,2,8.125,,1,1
yxj59,Tang (2016)unpublished,0,80,0.46,3,2,2,7.75,,1,1
yxj59,Tang (2016)unpublished,0,80,0.6,3,3,1,7.75,,1,1
yxj59,Tang (2016)unpublished,0,80,0.24,3,2,2,8.75,,1,1
yxj59,Tang (2016)unpublished,0,80,0.4,3,3,1,8.75,,1,1
yxj59,Tang (2016)unpublished,0,80,0.45,3,2,2,9.75,,1,1
yxj59,Tang (2016)unpublished,0,80,0.6,3,3,1,9.75,,1,1
yxj60,Vanbinst et al (2016),1,74,0.28,1,2,1,8.17,2,1,1
yxj60,Vanbinst et al (2016),1,74,0.21,1,2,2,9.17,2,1,1
yxj61_1,Hecht et al (2001),1,201,0.37,3,2,1,7.71,2,1,1
yxj61_1,Hecht et al (2001),1,201,0.37,3,2,1,8.7,2,1,1
yxj61_2,Hecht et al (2001),1,201,0.42,3,2,1,10.2,2,1,1
yxj61_2,Hecht et al (2001),1,201,0.33,3,2,2,10.2,2,1,1
yxj61_3,Hecht et al (2001),1,201,0.41,3,2,1,11.2,2,1,1
yxj61_4,Hecht et al (2001),1,201,0.38,3,2,2,11.2,2,1,1
yxj62,Fuchs et al (2005),1,272,0.24,2,2,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.29,2,2,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.19,2,3,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.27,2,1,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.36,1,2,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.22,1,2,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.41,1,3,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.3,1,1,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.31,3,2,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.33,3,2,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.45,3,3,1, ,2,4,2
yxj62,Fuchs et al (2005),1,272,0.3,3,1,1, ,2,4,2
yxj63,Fuchs et al (2010),1,312,0.42,3,2,1, ,2,1,2
yxj63,Fuchs et al (2010),1,312,0.61,3,3,1, ,2,1,2
yxj63,Fuchs et al (2010),1,312,0.42,3,2,1, ,2,1,2
yxj63,Fuchs et al (2010),1,312,0.46,3,3,1, ,2,1,2
yxj64,Hannula et al (2010),1,139,0.37,1,2,1,,,1,2
yxj64,Hannula et al (2010),1,139,0.25,2,2,1,,,1,2
yxj65,Cowan et al (2011),1,259,0.2,3,2,2,,2,1,2
yxj65,Cowan et al (2011),1,259,0.23,3,1,1,,2,1,2
yxj66,Fuchs et al (2012),1,279,0.21,3,2,1,,2,1,2
yxj66,Fuchs et al (2012),1,279,0.38,3,3,1,,2,1,2
yxj66,Fuchs et al (2012),1,279,0.26,3,2,1,,2,1,2
yxj66,Fuchs et al (2012),1,279,0.29,3,3,1,,2,1,2
yxj67,Georgiou et al (2013),1,72,0.2,2,1,1,,1,1,2
yxj67,Georgiou et al (2013),1,72,0.2,2,2,2,,,1,2
yxj67,Georgiou et al (2013),1,72,0.38,2,1,1,,1,1,2
yxj67,Georgiou et al (2013),1,72,0.4,2,2,2,,,1,2
yxj67,Georgiou et al (2013),1,72,0.35,3,1,1,,1,1,2
yxj67,Georgiou et al (2013),1,72,0.32,3,2,2,,,1,2
yxj67,Georgiou et al (2013),1,72,0.38,1,1,1,,1,1,2
yxj67,Georgiou et al (2013),1,72,0.36,1,2,2,,,1,2
yxj68,Cowan et al (2014),1,258,0.3,3,1,1,,2,1,2
yxj68,Cowan et al (2014),1,258,0.22,3,1,1,,2,1,2
yxj68,Cowan et al (2014),1,258,0.35,3,2,1,,2,1,2
yxj68,Cowan et al (2014),1,258,0.4,3,3,1,,2,1,2
yxj69,Foster et al (2015),1,208,0.49,1,,1,,1,1,2
yxj69,Foster et al (2015),1,208,0.51,1,3,1,,1,1,2
yxj69,Foster et al (2015),1,208,0.34,2,,1,,1,1,2
yxj69,Foster et al (2015),1,208,0.28,2,3,1,,1,1,2
yxj69,Foster et al (2015),1,208,0.1,3,,1,,1,1,2
yxj69,Foster et al (2015),1,208,0.29,3,3,1,,1,1,2
yxj70,Cirino et al (2018),1,193,0.53,1,2,1,,,1,2
yxj70,Cirino et al (2018),1,193,0.49,1,2,2,,,1,2
yxj70,Cirino et al (2018),1,193,0.63,1,3,1,,,1,2
yxj70,Cirino et al (2018),1,193,0.4,2,2,1,,,1,2
yxj70,Cirino et al (2018),1,193,0.46,2,2,2,,,1,2
yxj70,Cirino et al (2018),1,193,0.45,2,3,1,,,1,2
yxj71,Hart（2009）,1,168,0.26,2,2,1,,,1,2
yxj71,Hart（2009）,1,168,0.32,2,2,1,,,1,2
yxj71,Hart（2009）,1,168,0.28,2,2,2,,,1,2
yxj71,Hart（2009）,1,168,0.43,2,2,2,,,1,2
yxj71,Hart（2009）,1,168,0.23,2,3,1,,,1,2
yxj71,Hart（2009）,1,168,0.28,2,3,1,,,1,2
yxj71,Hart（2009）,1,168,0.2,2,1,1,,,1,2
yxj71,Hart（2009）,1,168,0.26,2,1,1,,,1,2
yxj71,Hart（2009）,1,168,0.17,2,2,1,,,1,2
yxj71,Hart（2009）,1,168,0.25,2,2,1,,,1,2
yxj71,Hart（2009）,1,168,0.19,2,2,2,,,1,2
yxj71,Hart（2009）,1,168,0.38,2,2,2,,,1,2
yxj71,Hart（2009）,1,168,0.08,2,3,1,,,1,2
yxj71,Hart（2009）,1,168,0.23,2,3,1,,,1,2
yxj71,Hart（2009）,1,168,0.12,2,1,1,,,1,2
yxj71,Hart（2009）,1,168,0.22,2,1,1,,,1,2
yxj71,Hart（2009）,1,168,0.16,2,2,1,,,1,2
yxj71,Hart（2009）,1,168,0.15,2,2,1,,,1,2
yxj71,Hart（2009）,1,168,0.32,2,2,2,,,1,2
yxj71,Hart（2009）,1,168,0.41,2,2,2,,,1,2
yxj71,Hart（2009）,1,168,0.09,2,3,1,,,1,2
yxj71,Hart（2009）,1,168,0.21,2,3,1,,,1,2
yxj71,Hart（2009）,1,168,0.14,2,1,1,,,1,2
yxj71,Hart（2009）,1,168,0.2,2,1,1,,,1,2
yxj72,Hornung(2014),1,165,0.43,3,1,1,,,1,2
yxj72,Hornung(2014),1,165,0.32,3,1,1,,,1,2
yxj73,Kleemans(2012),1,160,0.54,3,2,2,,,4,2
yxj73,Kleemans(2012),1,160,0.42,3,2,2,,,4,2
yxj73,Kleemans(2012),1,160,0.264,2,2,2,,,4,2
yxj73,Kleemans(2012),1,160,0.17,2,2,2,,,4,2
yxj73,Kleemans(2012),1,160,0.585,1,2,2,,,4,2
yxj73,Kleemans(2012),1,160,0.482,1,2,2,,,4,2
yxj74,Koponen(2007),1,178,0.46,2,2,2,,,1,2
yxj74,Koponen(2007),1,178,0.42,1,2,2,,,1,2
yxj74,Koponen(2007),1,178,0.45,2,2,1,,,1,2
yxj74,Koponen(2007),1,178,0.34,1,2,1,,,1,2
yxj75,Riikka(2019),1,200,0.52,1,2,2,,,1,2
yxj75,Riikka(2019),1,200,0.48,2,2,2,,,1,2
yxj75,Riikka(2019),1,200,0.36,3,2,2,,,1,2
yxj76_6,Koponen(2013),1,47,0.36,2,1,1,,,2,2
yxj76_6,Koponen(2013),1,47,0.26,2,2,2,,,2,2
yxj76_5,Koponen(2013),1,153,0.55,2,1,1,,,1,2
yxj76_5,Koponen(2013),1,153,0.36,2,2,2,,,1,2
yxj76_2,Koponen(2013),1,180,0.36,2,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.32,2,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.25,2,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.29,1,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.32,1,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.32,1,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.24,3,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.09,3,1,1,,,4,2
yxj76_2,Koponen(2013),1,180,0.15,3,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.36,2,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.42,2,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.3,2,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.34,1,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.34,1,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.27,1,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.28,3,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.1,3,1,1,,,4,2
yxj76_1,Koponen(2013),1,191,0.3,3,1,1,,,4,2
yxj76_3,Koponen(2013),1,195,0.42,2,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.37,2,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.29,2,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.29,1,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.28,1,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.36,1,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.31,3,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.12,3,2,2,,,4,2
yxj76_3,Koponen(2013),1,195,0.32,3,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.34,2,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.37,2,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.28,2,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.18,1,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.19,1,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.28,1,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.23,3,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.02,3,2,2,,,4,2
yxj76_4,Koponen(2013),1,198,0.24,3,2,2,,,4,2
yxj77_1,Koponen(2016),1,364,0.31,2,2,2,,,4,2
yxj77_1,Koponen(2016),1,364,0.27,2,2,2,,,4,2
yxj77_1,Koponen(2016),1,364,0.14,1,2,2,,,4,2
yxj77_1,Koponen(2016),1,364,0.15,3,2,2,,,4,2
yxj77_2,Koponen(2016),1,362,0.36,2,2,2,,,4,2
yxj77_2,Koponen(2016),1,362,0.31,2,2,2,,,4,2
yxj77_2,Koponen(2016),1,362,0.21,1,2,2,,,4,2
yxj77_2,Koponen(2016),1,362,0.17,3,2,2,,,4,2
yxj78,Korhonen(2018),1,613,0.22,3,1,1,,2,1,1
yxj78,Korhonen(2018),1,613,0.24,3,1,1,,2,1,1
yxj78,Korhonen(2018),1,613,0.15,3,1,1,,2,1,1
yxj78,Korhonen(2018),1,613,0.26,3,1,1,,2,1,1
yxj78,Korhonen(2018),1,613,0.21,3,2,1,,2,1,1
yxj78,Korhonen(2018),1,612,0.19,3,3,1,,2,1,1
yxj79,Krajewski(2009),1,108,0.3,3,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.38,3,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.37,3,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.31,3,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.34,3,1,1,,,1,2
yxj79,Krajewski(2009),1,108,0.51,1,1,1,,,1,2
